Household_ID,Region,Country,Energy_Source,Monthly_Usage_kWh,Year,Household_Size,Income_Level,Urban_Rural,Adoption_Year,Subsidy_Received,Cost_Savings_USD
H04665,Europe,France,Biomass,818.07,2021,8,High,Urban,2017,Yes,247.39
H00151,Asia,South Korea,Hydro,1351.17,2022,1,High,Rural,2016,No,261.96
H01421,North America,Canada,Solar,1037.34,2021,2,High,Rural,2016,No,381.68
H02012,Asia,South Korea,Hydro,518.44,2022,3,Middle,Rural,2015,Yes,256.83
H02687,Africa,Nigeria,Hydro,467.68,2021,1,Middle,Urban,2010,Yes,491.29
H01787,Asia,China,Solar,264.24,2023,6,Middle,Rural,2022,No,264.97
H00089,Europe,Italy,Biomass,300.81,2023,5,Low,Urban,2023,No,66.12
H00458,Asia,India,Solar,1176.43,2024,3,High,Rural,2010,No,432.21
H01306,Europe,Spain,Wind,997.36,2022,8,Low,Urban,2020,No,476.62
H02926,Africa,Kenya,Geothermal,1430.47,2024,1,Low,Rural,2021,No,456.36
H03271,Australia,Australia,Hydro,670.06,2024,6,Middle,Rural,2014,No,227.32
H03228,Asia,Japan,Wind,1021.04,2024,2,Middle,Urban,2020,No,208.63
H01989,Australia,Australia,Solar,1090.11,2022,5,Middle,Urban,2010,Yes,90.24
H03755,Europe,Spain,Hydro,102.21,2020,2,Low,Rural,2014,Yes,361.77
H03647,Europe,Germany,Biomass,1235.23,2021,5,Low,Rural,2020,No,474.51
H00832,Asia,Indonesia,Solar,709.11,2022,1,Middle,Rural,2019,Yes,159.32
H00240,Australia,Australia,Geothermal,1202.68,2020,3,High,Rural,2012,No,61.36
H04682,South America,Brazil,Wind,1484.38,2022,5,High,Rural,2016,No,469.13
H03023,North America,Canada,Geothermal,689.16,2023,3,High,Urban,2019,No,57.95
H03149,Europe,Spain,Wind,1365.8,2020,2,High,Urban,2011,Yes,165.63
H01947,South America,Peru,Geothermal,764.69,2021,8,High,Urban,2010,No,240.57
H02776,North America,USA,Solar,1032.4,2023,3,Middle,Rural,2013,Yes,92.13
H00193,North America,Mexico,Geothermal,72.69,2022,6,High,Rural,2014,No,472.22
H04850,North America,USA,Solar,721.55,2020,7,High,Urban,2010,Yes,163.53
H04940,South America,Brazil,Solar,1111.92,2021,7,High,Urban,2020,Yes,111.27
H00945,Africa,South Africa,Solar,870.61,2024,7,Low,Urban,2012,Yes,429.35
H01269,Asia,India,Wind,978.57,2022,5,High,Urban,2013,No,290.68
H04232,Europe,UK,Geothermal,1174.7,2021,6,Low,Rural,2021,Yes,107.58
H02308,Asia,Japan,Biomass,1013.88,2021,2,Low,Urban,2021,No,495.07
H04425,Asia,Japan,Hydro,272.15,2022,6,High,Rural,2022,Yes,394.18
H04712,Asia,Japan,Wind,1056.65,2021,6,Middle,Urban,2018,No,307.67
H02314,North America,USA,Wind,1182.33,2020,2,High,Rural,2019,No,125.96
H03215,Europe,Germany,Wind,417.88,2023,6,Middle,Rural,2010,Yes,273.25
H02733,Australia,Australia,Biomass,258.91,2020,7,Middle,Urban,2017,Yes,224.35
H01927,Australia,New Zealand,Biomass,455.84,2020,7,Low,Urban,2013,No,252.97
